path	sha256	size_bytes	file_kind	review_method	security_domains	review_status	finding_ids	notes	reviewed_at
internal/cli/testdata/golden/firewall_list.json	598fc1e4d6c82d403bcef261d846948dfeedb453bb2c74e64cae81ee79fd2660	145	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_node_rules.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_options.json	ae9177c0a60a288da9d04bb36a374410bc19ed710bfacd0853b534c1e1c72500	38	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_security_groups.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/firewall_vm_rules.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/ha_current.json	66c505b11ae990df3bd0d0891374965e9b46aa9c0ca78be50674e57ef7cbfb9b	97	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/ha_groups.json	44dbbcc410631aafe33c5f5ff6438dcc35ef082193695b3c30d268236b9a7b1c	113	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/ha_list.json	0b9fee5a630be717f5f5e85add9acd163c91d7a55508ed3b26cf8a63f582222f	124	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/ha_status.json	d0a8903bc8683062cbab044d22a14a38445f3d12bc15f9f3efb07ffdf11e8966	40	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/log.json	807ca50a75e87f80393d048e6df67945f9001150993685dc55df8f1f19ca9cfb	220	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/mutation_ct_start.json	1f84fdc980b3e58b7f3c766e29623f1627490a11f48ff26be2e1bdd655ca430d	262	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/mutation_vm_start.json	e159d9a2ebda757c7065e2a82d4d0946bc2d003497ebdd22daadbf4a7722cf67	255	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/mutation_vm_start_wait.json	bca8eea4976f915c03e4411cb6f809624ec564eb796f4dd3081829949cc798a7	272	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/mutation_vm_update.json	ff4293d848e8b15fe9b416cb438ab98b126142aed798b59f1432269e4ef1346a	256	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_certificates.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_disks.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_dns.json	566a9f3a49589217d2305bfcc641e2a192607bcb1f35420434199dbb716d7942	24	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_list.json	f1db549a5fa2bde876b8995f01af9ace750200a90bd0814fcb6fe44600502d7f	130	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_network.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_services.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_show.json	e0ae61c8d9ab507c0afab25af1d9e679304240dc3ad78de88bb6642301c6c28f	112	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_status.json	667053ad56cc76dfa731d0b22b49692bf2d12b967326a06226b4be3bfb69abb6	313	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_subscription.json	4ede2ee9f83d5af6f9a4505f576562f77284523e47e462e57610fa6603bcb191	24	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_time.json	a7f47be0c525aef18d85b0acd01141bb2757fc3a8256274c270731ec34a32091	47	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/node_updates.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/nodes_all.json	d3ad8eb9c8de007e409967df1676848760ed28e482c9a96684040c2223881e24	659	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/pools_list.json	4556b3ac1dc3ffc008ac6eb40522a594fa94c3275a6df62e94dc4e6ac305d668	231	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/sdn_vnets.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/sdn_zones.json	37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570	3	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/status.json	0a55875b96044480ef2b14e1928d2a246465eccb61b8a4373122ac08547c0ae3	464	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/status_all.json	715e50787e13c3f9d3cba39dd53146c20506a86151df1b48bd817f6e1da803b8	553	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/storage_content.json	ef16ef41277efb8d501a4e0762c0c080c58d2e21ba5839022be866030ff96c57	254	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/storage_list.json	697f579d292bbd6cb20673007660a763e7be4281c58c15489497c26650269293	194	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/storage_show.json	8eacd317f2072845a28ff08364d4daa33b180a1626b6b970219854d8d739b35f	170	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/backup_list.txt	35746e5e017109912d3cf77325ca61c7eb6b42aea3f042f512a63bfa42d25797	124	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/cluster_log.txt	b811665fb31ba49b174833325d22b8628e50b527004d6e36bdc0cf1cc1e7109e	71	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/cluster_status.txt	d9e9c7c86de8eed6b5f536a609d5e6fb97a5235e11605a45d5d0c1bcc07580b7	53	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/firewall_list.txt	377bd67562cc127a5a28aa6f503265388082e763e1cd0d2edbe70fc81c4371c9	92	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/ha_list.txt	2d6b5b82b0f7d94435d876949bc1f4ad2ac2d67f71b0fa14009b5eb2f615636e	86	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/mutation_vm_start.txt	193a7bbe5f36bada0761e8e0f45f22146c8c8b39c173c1cb231dc01c03775f5a	76	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/mutation_vm_start_wait.txt	bfa0d38fd4e463b71e46adec62886d771d8aebc690501e46cde141da94577fc4	79	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/node_list.txt	bfc01b233fbb54447cce705dbd2d5c47603f8861a049fa9a697abd53064dd1b0	64	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/node_status.txt	053a6e2b4259fcb8d815a616691278a4dc7c7bcd2008f4d6670f785ad60af37b	280	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/pools_list.txt	ddb21b8c874b80956d0d5fad32d64c4fae0c1ef44e85053438254fcd2625ac72	87	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/storage_list.txt	926992aa854de8d60efcbc0bfc0e0e9724671f2d645d1a45ea252b83d83f5f9d	118	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/task_list.txt	2c5553c2026bf596a9e4726ce12caa79239b87c662382c6f6356f9f6c61abd7c	186	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/table/vm_list.txt	2c7c1835a21fa02db3a2b3066d85cc83345fe4d56bcde3cfc003f11110ef5f2e	123	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/task_list.json	d518b51c8bcf499b8832bb314987b151557d9c432c55f3fa88e1a6808d33f6df	345	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/task_show.json	8bdc9e6f13ead982dc4f7a7d5fa9ba5ea36c742518686acebf6d598a12c18e28	175	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/vm_config.json	545b2858d2e97dc963d29da7193e157fa18b4e4b031deef35efc98cc74876e63	70	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/vm_list.json	c0c5ec84f382b9fd305b598ac569ca41ee6b9d41fa46dc193e9118b59b7b64ef	160	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/vm_show.json	d863d01bb74828864d10c95778e9fce418492d0577fdfc3dae98cc9d797d1599	138	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/vm_snapshot_config.json	b5eb4ba20f61c1023a77de0e143ee652b3c474cf41668801a1394919cbaf3ff6	60	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/vm_snapshots.json	ca6696341ba020c869306388e68979e9a86134018d751b30c0a99873fabb75ee	289	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/vms_all.json	e0edd6a32a925522291b7c4efb849f654c963d2290b1076d4bfd047e42ad1d29	743	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/yaml/node_list.yaml	a0c422edeaa7bd6220c2db858d7cfab40a358e7740648a2e377d65b28f003af7	84	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/yaml/status.yaml	4c7671a453108c1f941c9d447f683eb7fb6e4b4b10edf04040ae8b96fdcf1283	316	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/testdata/golden/yaml/vm_list.yaml	cc61e357bf9bf88178da7a6b2636633aaef78db996511d6488a9608333e29348	106	golden_fixture	golden-fixture provenance review; parser/formatter golden tests; secret-pattern scan	output-contracts,hostile-data-fixtures,regression-provenance	generated_recorded		Golden fixture used by CLI tests; reviewed for fixture role and scanner hits; not executed as code.	2026-07-14T22:16:00Z
internal/cli/version.go	2394562cb724f2a6e2763ddfc5c1e2f618095ac511266afe9cb15e03d99f5585	642	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/cli/version_subcommands.go	379d776261064c4df4c5c14d4b683c6d2960e0d2496c39e066cc796388f63348	1449	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/config/config.go	0c18c6b8fada0b42628c82e5bc147d1b4eba2cc6cada04c1dcd4642a4c3b2cc4	7485	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/config/config_fuzz_test.go	7207fd0a2cf79e837e05fcbbb959e184fcf94646d67ad16cff29cb7b04c52a0e	2097	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/config/config_test.go	0fbcfc2b84882a07889e94e09944d4805fb4c39ca30359b34902924556ca1483	5723	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/config/lock_unix.go	e4a22e5168ea449eb2c10a22a7d073ffbc9a78c9910fac9330c1ee54b1abcb77	810	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/config/lock_windows.go	f68e4566dd347acc7fa356ff0f4c1ec5cc6121ab3374a03ff80463a4507a4670	1392	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/config/paths.go	e19d479d9b8910d6d2a6417388fef10586dbe873cebbd49fae4f25fbd376d85d	1516	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/config/schema.go	e4d86462aa0ea5b2629003cb302d5301360d7d78747f048f520b5ca68cad2032	975	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/credentials/backend.go	ceb66f24feb27d2e70f91b6128d0862f6a330c34ea2c8d06129a318b315746bd	722	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
