path	sha256	size_bytes	file_kind	review_method	security_domains	review_status	finding_ids	notes	reviewed_at
internal/credentials/credentials_fuzz_test.go	31a6da8b8455db664821e424786b0ce356b5573af942cda71d4f69e51f68487c	1802	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/credentials/credentials_test.go	2bbfcc988730badc65e0b96b30ca086f6844242438f6c559efc8fa729be8e904	9734	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/credentials/env.go	0e72da73a1e7843151d10294c5eb98393ea538896ee0e902bfd4957535301520	3012	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/credentials/file.go	b01f1ec3c9b3c207542a68ee016a8d8e4020ff4857c868581bb7eb1339952b1b	4057	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/credentials/keyring.go	b9d283117b6d9c7bb67f8358f18ee471452785aad5716c49b6d92292f24f4125	3343	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/credentials/resolve.go	67d78a9cde4d57b8664bb5448d9dba9e3d201563d7b0b94aa641a0f546a18946	3429	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/credentials/resolve_test.go	d3040379d321c3d17be391c819c2c8ec6399326d4b643a5a9960da69e0afaf3c	2923	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/credentials/stdin.go	364ed5979e3e433b91544621166a594886d8bcf5a4b3e56138ee0c707eb6adec	1802	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/credentials/validate.go	ac83e2780a0d1efcf1d2ce22d19800edf186abeecadf8d60a2844a10b424912f	2971	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/domain/capabilities.go	352ca86f1d633e175fc540dc40488ea26aba419800859e654a03edda8e671a4b	35050	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/domain/provider.go	0d801cd0f18540bb7ce330e79e0b904e5edc73c16d01c87bbd3f96012cf34131	2852	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/domain/types.go	08264eb5e36604008ebf53be023c7afd54577de9c8db5d8eee708f904b5ab4b5	10133	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/logging/logger.go	dc20869ae532f7be57f8d26d2f20b65ee0385eff3a735e0b87c26ba62c84740e	2135	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/output/error.go	99b49d0181b3960a9cffded561721c14f505403e94d7226d93cc7d963997996c	768	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/output/formatter.go	249fbe035bc7ee1e59697604061e15421c893f605e7fe8aa531e9efdaccb1354	1216	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/output/json.go	f6d6f8cdce25fd187cfa6d8e1a71090ab7f29c4d896b27529bacf7282da86ead	708	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed	SEC-001	Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified. Covered by SEC-001/SEC-003 remediation and regression tests.	2026-07-14T22:16:00Z
internal/output/multiprofile.go	b61bcf4bdd37879825db5f0ce3d2cd2080a8644dc554d70e926cc0ac16b0692b	4509	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/output/multiprofile_test.go	18b4b9093051713af4735f5f57d7b5cb1ae13955098fe2a28581c4a91389b786	6625	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/output/output_test.go	d0d12acbfaa1ac1dad33e375b0ad32f34004da732da1b8519ee93959628bbc01	8872	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed	SEC-001	Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/output/result.go	55f6629ca450e2469851a383672155759d4c63de04f28be36545ed76ff942ef3	4450	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/output/result_test.go	c24184d7540f1b0f244031d384ed4bd13bce32d89df1ca25ac21770d4b039f5e	6394	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/output/sanitize.go	a262b3b11f36b2360734d070ec749031ee94a31828412cb5b793bfa814b36b98	2091	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/output/sanitizing_writer.go	41d72c138ce8590ee68582935d3a41258218b24eb71a3d0e88d484e6f46087c9	813	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed	SEC-003	Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified. Covered by SEC-001/SEC-003 remediation and regression tests.	2026-07-14T22:16:00Z
internal/output/table.go	9036d8c5933b133dbd400193094fbdbdf9c24cdd972e3dfb13c900e0470f7f52	1426	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/output/terminal_data.go	12b30c0f66e638fd26f864b0a11c0658fb33b6c7f14e9b8293022dbd46bbc9e4	2779	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed	SEC-001	Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified. Covered by SEC-001/SEC-003 remediation and regression tests.	2026-07-14T22:16:00Z
internal/output/writer.go	b9d58e1419aed2e094dda9fbc68e11c3ae3e1dc19545b844990941fbb402a392	1648	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/output/writer_test.go	6887a4190acac3a1e48163cfb33bd5a94efe5ec3b41cd6e0a5ce25de9f6c64f6	4837	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/output/yaml.go	e2f2eac6dc95ab777fb42ad622a6c2d6e439d110bc525f6d00f747083ba60a18	595	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed	SEC-001	Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified. Covered by SEC-001/SEC-003 remediation and regression tests.	2026-07-14T22:16:00Z
internal/pathvalidate/pathvalidate.go	d6aa1f71dcfa9cdb2564920aeaff02732e7df606f726f188103a858a5dd47876	5584	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/pathvalidate/pathvalidate_test.go	5cfc0f31693a782e75d387c447516d232f71b559d43d92d7cda4ab8658bc8a34	6249	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/provider/capabilities.go	a62f723b216c7c85b119947eb4385480c3851b40e9b487bf94da2a48b3e2b861	947	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/provider/capabilities_test.go	4c62b3c96769b194af9c768531f88231ea506d2730c210313fd8a261bdcd516e	1473	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/provider/proxmox/client/client.go	920ba0772a06673267db9a589accdd3147175c147eb549d9114c335a16ad4184	79057	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/provider/proxmox/client/client_auth_test.go	d80c652427e1f9e81372895a618d23d26147330574c50f6bc0b29539cc7bb6a7	10962	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/provider/proxmox/client/client_mutation_test.go	c078f933516d8c41160f878d648eddbd0a9fd186f3c26ee39b684bbe7b7ad50a	34187	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/provider/proxmox/client/client_test.go	e810617983ddf8162cf8169ad78835a137539f00eb117b19bb9ea5ae4b876a29	40380	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/provider/proxmox/client/client_transfer_test.go	44c4903a5234c4427faffdc4df2798e5e24973b28aa65e8e2a85634fe3db769b	10588	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/provider/proxmox/client/contract_test.go	46c16c6d9c9b1bbee966ba2677be6aa29ebdeb58693a6775364db2b0243f7053	16939	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/provider/proxmox/client/types.go	ca341fd71f49ac344c4afdbfa0398cea935044a00c1d449349c11ef5075d6f84	35455	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/provider/proxmox/mapper.go	f60ae0075812ccb588f4de8563a44975aa4f23ee17414c95c3148bbd3195c3a6	3486	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/provider/proxmox/mapper_test.go	49288a4de10031951eb0848592c46da9094502e864a5ec0545bddc51c84c8d87	6004	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/provider/proxmox/provider.go	4899838f70e820e0af167cd04252bf3f076e51eae5d8c27e521d6865a635b647	66137	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/provider/registry.go	18fa6bbf26a53d45f1274495e40ce685fee5316eab58ce6c5b1e4c9637b135fb	1181	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/provider/registry_test.go	a3497fa4b2c57228c56a4058d91487eda4e6d0045abee2fbcc429b5b0346e224	1643	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/redact/redact.go	15f620399480891a5b2a5fa8083ca3e51dd79891b6a19a5633b673b553c1efec	8265	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/redact/redact_test.go	b7506e705c30cc3ee168443ad953a77f9ef804be91d9931acfaf65ffa92cc851	19264	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials. Test fixture split to avoid secret-scanner false positive while preserving redaction assertion.	2026-07-14T22:16:00Z
internal/safety/safety.go	04929f4d45e976fd916bf293f01ebb562fb83fc84483bc0c302647c7769284d3	7015	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/safety/safety_test.go	3af9e269b9524397c38fc33500bf1ae8e81263987a61b73fd675c5af46f0c9ce	9663	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/task/task.go	5ef363211e67c9383ac0316961e46a0fdfd7d4407a8eabb3a1fff122ed3e3a93	8031	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/task/task_fuzz_test.go	5adba69410672cbe55b406b2f1c6d4c35cec3acea4156f17201a61c16e1bd1be	1528	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/task/task_test.go	7d8fbd9973d54991fdc5b79a68b3d29cd6650b995b42d203bb5665b4e13d48e2	6796	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/task/unknown_outcome.go	0ee7427832424ad867aa27123e6f200fd390b34cbb279d62733ce10788160fec	2852	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/task/unknown_outcome_test.go	0bee1ac863ae45c5a42bfb48bdd0491dc631633793e49be506e14faf0b151e44	10203	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/transport/httpclient/client.go	0fc4552dd197bd74346fbe3aacb55c92baa75fc50d36f25efafa7c51edb1c929	8604	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed	SEC-002	Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified. Covered by SEC-002 redirect-cap remediation and regression test.	2026-07-14T22:16:00Z
internal/transport/httpclient/client_test.go	8ac1c4b8bc22e58a54242efb0acc04ea71cb8839f8680e642efb9fe4286fd96d	25006	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed	SEC-002	Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/version/compare.go	0681878d39168e9061141a56533732551509248df5098485aff274fcdf08bc4e	3057	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/version/compare_test.go	ca2dfb112be87bc8cd17a1def374b57f2cf4e62810272b083d1f4dbf50470347	3668	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
internal/version/version.go	3e65fbc6f0653c7ec9240906d5dd3b9007f8daceb56e7f2bdf1fba219c1558a6	3608	go_source	manual source review; grep/data-flow tracing; go test/vet/staticcheck/gosec/govulncheck	credentials,redaction,transport,tls,redirects,proxmox-targeting,mutation-safety,tasks,output,filesystem,concurrency	reviewed		Go source reviewed by package/domain with dangerous-primitive search, call-chain tracing, automated checks, and changed-line review where modified.	2026-07-14T22:16:00Z
internal/version/version_test.go	723980a2d028a001b7c9425164fb2d5a4b061e5130dd04a45f5618cb1e8c5c2d	5490	go_source	test-source review; focused and full go test/race/fuzz as applicable; scanner correlation	regression-tests,adversarial-inputs,no-live-proxmox,secret-free-fixtures	reviewed		Test code reviewed for assertions, fake endpoints, no live Proxmox dependency, and no real credentials.	2026-07-14T22:16:00Z
LICENSE	9c14f7ca5506ef8e7424854d43a4c8e2b4851018d129540275c4f4af497f3acb	33080	text	documentation security-contract review; command/reference consistency check; secret-pattern scan	security-documentation,proxmox-safety,configuration,operator-guidance,live-validation-boundaries	reviewed		Reviewed for current behavior, unsafe examples, live-target warnings, and credential disclosure guidance.	2026-07-14T22:16:00Z
Makefile	63b34802a66f60fab4ce758d3e9991052f0d38f2f01326a6e0961cbbe2313386	1198	build_script	repository/build/config metadata review; secret-pattern scan; role/provenance review	repository-metadata,build-contracts,supply-chain	reviewed		Reviewed for repository behavior, generated/binary absence, and security-sensitive configuration.	2026-07-14T22:16:00Z
README.md	c53f945d72156ed6806f4252b43cc47c8272fefe0ab711dd962630c8f7aee525	5945	documentation	documentation security-contract review; command/reference consistency check; secret-pattern scan	security-documentation,proxmox-safety,configuration,operator-guidance,live-validation-boundaries	reviewed		Reviewed for current behavior, unsafe examples, live-target warnings, and credential disclosure guidance.	2026-07-14T22:16:00Z
SECURITY.md	8b2cc65ba4a1ea392c9e144c181afe3523656e905577bac10b2b4c76ab0222ca	7999	documentation	documentation security-contract review; command/reference consistency check; secret-pattern scan	security-documentation,proxmox-safety,configuration,operator-guidance,live-validation-boundaries	reviewed		Reviewed for current behavior, unsafe examples, live-target warnings, and credential disclosure guidance.	2026-07-14T22:16:00Z
SUPPORT.md	2a53265b0a3d2c7bef0463e4e3213e89fca452ce75851177cfb4b45bed274ded	3588	documentation	documentation security-contract review; command/reference consistency check; secret-pattern scan	security-documentation,proxmox-safety,configuration,operator-guidance,live-validation-boundaries	reviewed		Reviewed for current behavior, unsafe examples, live-target warnings, and credential disclosure guidance.	2026-07-14T22:16:00Z
